UniprotID,Protein,mFamilyID,mSuperfamily,mSCOP,Organ
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,586-678,Heart
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,404-493,Heart
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,118-212,Heart
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,494-581,Heart
Q8BKG3,PTK7_MOUSE,48726,Immunoglobulin,23-103,Heart
O89026,ROBO1_MOUSE,48726,Immunoglobulin,219-315,Heart
O89026,ROBO1_MOUSE,48726,Immunoglobulin,304-407,Heart
O89026,ROBO1_MOUSE,48726,Immunoglobulin,415-511,Heart
O89026,ROBO1_MOUSE,48726,Immunoglobulin,133-227,Heart
O89026,ROBO1_MOUSE,48726,Immunoglobulin,27-127,Heart
Q8BHK2,SCN3B_MOUSE,48726,Immunoglobulin,28-125,Heart
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,314-413,Heart
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,221-317,Heart
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,421-511,Heart
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,135-229,Heart
Q7TPD3,ROBO2_MOUSE,48726,Immunoglobulin,29-129,Heart
P26618,PGFRA_MOUSE,48726,Immunoglobulin,316-414,Heart
P26618,PGFRA_MOUSE,48726,Immunoglobulin,117-206,Heart
P26618,PGFRA_MOUSE,48726,Immunoglobulin,222-307,Heart
P26618,PGFRA_MOUSE,48726,Immunoglobulin,35-107,Heart
Q56A07,SCN2B_MOUSE,48726,Immunoglobulin,34-142,Heart
Q62181,SEM3C_MOUSE,48726,Immunoglobulin,580-661,Heart
P97952,SCN1B_MOUSE,48726,Immunoglobulin,26-124,Heart
P05622,PGFRB_MOUSE,48726,Immunoglobulin,221-305,Heart
P05622,PGFRB_MOUSE,48726,Immunoglobulin,330-415,Heart
P05622,PGFRB_MOUSE,48726,Immunoglobulin,39-107,Heart
P05622,PGFRB_MOUSE,48726,Immunoglobulin,417-526,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,405-490,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2533-2626,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2894-2981,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2430-2523,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2799-2897,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1954-2041,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1678-1770,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2616-2704,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1774-1858,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2149-2234,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2051-2136,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,1864-1951,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2721-2812,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2246-2331,Heart
Q05793,PGBM_MOUSE,48726,Immunoglobulin,2344-2439,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,1175-1268,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,155-256,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,"651-681,710-774",Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,443-527,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,977-1067,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,364-445,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,12-98,Heart
O70468,MYPC3_MOUSE,48726,Immunoglobulin,541-618,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,112-208,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,400-500,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,515-597,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,227-310,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,23-113,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,304-402,Heart
P29533,VCAM1_MOUSE,48726,Immunoglobulin,599-686,Heart
Q7M729,SCN4B_MOUSE,48726,Immunoglobulin,40-151,Heart
P16092,FGFR1_MOUSE,48726,Immunoglobulin,255-358,Heart
P16092,FGFR1_MOUSE,48726,Immunoglobulin,163-249,Heart
P16092,FGFR1_MOUSE,48726,Immunoglobulin,39-126,Heart
Q924C5,ALPK3_MOUSE,48726,Immunoglobulin,76-169,Heart
Q924C5,ALPK3_MOUSE,48726,Immunoglobulin,1247-1341,Heart
Q91ZB0,ALPK2_MOUSE,48726,Immunoglobulin,14-110,Heart
Q91ZB0,ALPK2_MOUSE,48726,Immunoglobulin,1775-1847,Heart
P97792,CXAR_MOUSE,48726,Immunoglobulin,21-137,Heart
P97792,CXAR_MOUSE,48726,Immunoglobulin,137-232,Heart
P21803,FGFR2_MOUSE,48726,Immunoglobulin,256-359,Heart
P21803,FGFR2_MOUSE,48726,Immunoglobulin,171-250,Heart
P21803,FGFR2_MOUSE,48726,Immunoglobulin,39-124,Heart
Q91V87,FGRL1_MOUSE,48726,Immunoglobulin,144-234,Heart
Q91V87,FGRL1_MOUSE,48726,Immunoglobulin,24-114,Heart
Q91V87,FGRL1_MOUSE,48726,Immunoglobulin,240-358,Heart
P13595,NCAM1_MOUSE,48726,Immunoglobulin,204-309,Heart
P13595,NCAM1_MOUSE,48726,Immunoglobulin,403-503,Heart
P13595,NCAM1_MOUSE,48726,Immunoglobulin,308-408,Heart
P13595,NCAM1_MOUSE,48726,Immunoglobulin,23-113,Heart
P13595,NCAM1_MOUSE,48726,Immunoglobulin,120-213,Heart
Q61282,PGCA_MOUSE,48726,Immunoglobulin,33-151,Heart
Q06806,TIE1_MOUSE,48726,Immunoglobulin,349-450,Heart
Q06806,TIE1_MOUSE,48726,Immunoglobulin,132-212,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,663-749,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,342-425,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,228-332,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,"437-462,492-551",Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,547-646,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,116-220,Heart
P35918,VGFR2_MOUSE,48726,Immunoglobulin,31-110,Heart
Q02858,TIE2_MOUSE,48726,Immunoglobulin,369-446,Heart
Q02858,TIE2_MOUSE,48726,Immunoglobulin,132-210,Heart
Q6VNS1,NTRK3_MOUSE,48726,Immunoglobulin,210-307,Heart
Q6VNS1,NTRK3_MOUSE,48726,Immunoglobulin,301-392,Heart
Q62059,CSPG2_MOUSE,48726,Immunoglobulin,28-147,Heart
Q7TSK2,SEZ6_MOUSE,57535,Complement control module/SCR domain,707-772,Brain
Q7TSK2,SEZ6_MOUSE,57535,Complement control module/SCR domain,766-828,Brain
Q7TSK2,SEZ6_MOUSE,57535,Complement control module/SCR domain,353-418,Brain
Q7TSK2,SEZ6_MOUSE,57535,Complement control module/SCR domain,833-893,Brain
Q7TSK2,SEZ6_MOUSE,57535,Complement control module/SCR domain,529-593,Brain
Q4V9Z5,SE6L2_MOUSE,57535,Complement control module/SCR domain,289-351,Brain
Q4V9Z5,SE6L2_MOUSE,57535,Complement control module/SCR domain,643-701,Brain
Q4V9Z5,SE6L2_MOUSE,57535,Complement control module/SCR domain,703-764,Brain
Q4V9Z5,SE6L2_MOUSE,57535,Complement control module/SCR domain,771-837,Brain
Q4V9Z5,SE6L2_MOUSE,57535,Complement control module/SCR domain,465-530,Brain
Q6P1D5,SE6L1_MOUSE,57535,Complement control module/SCR domain,685-750,Brain
Q6P1D5,SE6L1_MOUSE,57535,Complement control module/SCR domain,812-871,Brain
Q6P1D5,SE6L1_MOUSE,57535,Complement control module/SCR domain,744-806,Brain
Q6P1D5,SE6L1_MOUSE,57535,Complement control module/SCR domain,332-393,Brain
Q6P1D5,SE6L1_MOUSE,57535,Complement control module/SCR domain,507-571,Brain
Q61361,PGCB_MOUSE,57535,Complement control module/SCR domain,789-848,Brain
Q61646,HPT_MOUSE,57535,Complement control module/SCR domain,33-95,Liver
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1172-1234,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,144-215,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1114-1176,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,987-1049,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,85-146,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,935-1003,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1046-1108,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,687-743,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,626-683,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,867-939,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,806-861,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,205-264,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,262-325,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,393-450,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,21-89,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,562-623,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,455-512,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,508-572,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,325-389,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,765-802,Kidney
Q62059,CSPG2_MOUSE,57535,Complement control module/SCR domain,3256-3314,Kidney
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1172-1234,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,144-215,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1114-1176,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,987-1049,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,85-146,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,935-1003,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,1046-1108,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,687-743,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,626-683,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,867-939,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,806-861,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,205-264,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,262-325,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,393-450,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,21-89,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,562-623,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,455-512,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,508-572,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,325-389,Blood
P06909,CFAH_MOUSE,57535,Complement control module/SCR domain,765-802,Blood
Q01339,APOH_MOUSE,57535,Complement control module/SCR domain,264-345,Blood
Q01339,APOH_MOUSE,57535,Complement control module/SCR domain,83-148,Blood
Q01339,APOH_MOUSE,57535,Complement control module/SCR domain,205-267,Blood
Q01339,APOH_MOUSE,57535,Complement control module/SCR domain,140-214,Blood
Q01339,APOH_MOUSE,57535,Complement control module/SCR domain,22-93,Blood
Q61646,HPT_MOUSE,57535,Complement control module/SCR domain,33-95,Blood
Q8R054,SRPX2_MOUSE,57535,Complement control module/SCR domain,119-181,Blood
Q8R054,SRPX2_MOUSE,57535,Complement control module/SCR domain,266-326,Blood
Q8R054,SRPX2_MOUSE,57535,Complement control module/SCR domain,81-129,Blood
Q8CG16,C1RA_MOUSE,57535,Complement control module/SCR domain,375-454,Blood
Q8CG16,C1RA_MOUSE,57535,Complement control module/SCR domain,307-378,Blood
Q8CFG9,C1RB_MOUSE,57535,Complement control module/SCR domain,375-454,Blood
Q8CFG9,C1RB_MOUSE,57535,Complement control module/SCR domain,307-378,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,582-665,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,454-533,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,207-269,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,334-390,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,397-456,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,274-328,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,523-579,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,155-215,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,92-149,Blood
Q07968,F13B_MOUSE,57535,Complement control module/SCR domain,25-93,Blood
Q3UZ09,C1RL_MOUSE,57535,Complement control module/SCR domain,185-232,Blood
Q61282,PGCA_MOUSE,57535,Complement control module/SCR domain,2047-2107,Heart
Q62059,CSPG2_MOUSE,57535,Complement control module/SCR domain,3256-3314,Heart
P52801,EFNA2_MOUSE,49503,Cupredoxins,30-171,Brain
O08543,EFNA5_MOUSE,49503,Cupredoxins,29-163,Brain
P52800,EFNB2_MOUSE,49503,Cupredoxins,33-169,Kidney
O88783,FA5_MOUSE,49503,Cupredoxins,1540-1720,Blood
O88783,FA5_MOUSE,49503,Cupredoxins,348-533,Blood
O88783,FA5_MOUSE,49503,Cupredoxins,31-203,Blood
O88783,FA5_MOUSE,49503,Cupredoxins,539-663,Blood
O88783,FA5_MOUSE,49503,Cupredoxins,1727-1863,Blood
O88783,FA5_MOUSE,49503,Cupredoxins,206-328,Blood
P52793,EFNA1_MOUSE,49503,Cupredoxins,17-148,Blood
P52800,EFNB2_MOUSE,49503,Cupredoxins,33-169,Blood
O08545,EFNA3_MOUSE,49503,Cupredoxins,31-162,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,20-208,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,398-584,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,1861-2005,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,588-730,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,1681-1852,Blood
Q06194,FA8_MOUSE,49503,Cupredoxins,214-349,Blood
P52793,EFNA1_MOUSE,49503,Cupredoxins,17-148,Heart
P19137,LAMA1_MOUSE,49785,Galactose-binding domain-like,86-164,Lungs
Q9D6H2,IFT25_MOUSE,49785,Galactose-binding domain-like,13-136,Lungs
Q61001,LAMA5_MOUSE,49785,Galactose-binding domain-like,111-187,Lungs
Q9CPW0,CNTP2_MOUSE,49785,Galactose-binding domain-like,40-183,Brain
P54754,EPHB3_MOUSE,49785,Galactose-binding domain-like,31-203,Brain
P54763,EPHB2_MOUSE,49785,Galactose-binding domain-like,20-195,Brain
Q61772,EPHA7_MOUSE,49785,Galactose-binding domain-like,32-204,Brain
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,274-425,Brain
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,428-585,Brain
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,275-428,Brain
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,431-596,Brain
Q60629,EPHA5_MOUSE,49785,Galactose-binding domain-like,62-233,Brain
Q60596,XRCC1_MOUSE,49785,Galactose-binding domain-like,1-153,Brain
Q03137,EPHA4_MOUSE,49785,Galactose-binding domain-like,30-203,Kidney
Q61772,EPHA7_MOUSE,49785,Galactose-binding domain-like,32-204,Kidney
Q04592,PCSK5_MOUSE,49785,Galactose-binding domain-like,455-605,Kidney
Q9D6H2,IFT25_MOUSE,49785,Galactose-binding domain-like,13-136,Kidney
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,274-425,Kidney
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,428-585,Kidney
Q61001,LAMA5_MOUSE,49785,Galactose-binding domain-like,111-187,Kidney
Q69ZR2,HECD1_MOUSE,49785,Galactose-binding domain-like,1093-1245,Blood
O88783,FA5_MOUSE,49785,Galactose-binding domain-like,2024-2182,Blood
O88783,FA5_MOUSE,49785,Galactose-binding domain-like,1863-2023,Blood
P54761,EPHB4_MOUSE,49785,Galactose-binding domain-like,17-196,Blood
Q8VE73,CUL7_MOUSE,49785,Galactose-binding domain-like,793-949,Blood
P54754,EPHB3_MOUSE,49785,Galactose-binding domain-like,31-203,Blood
Q60750,EPHA1_MOUSE,49785,Galactose-binding domain-like,28-203,Blood
Q8CBF3,EPHB1_MOUSE,49785,Galactose-binding domain-like,19-194,Blood
P54763,EPHB2_MOUSE,49785,Galactose-binding domain-like,20-195,Blood
Q03145,EPHA2_MOUSE,49785,Galactose-binding domain-like,27-198,Blood
P19137,LAMA1_MOUSE,49785,Galactose-binding domain-like,86-164,Blood
Q04592,PCSK5_MOUSE,49785,Galactose-binding domain-like,455-605,Blood
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,274-425,Blood
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,428-585,Blood
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,275-428,Blood
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,431-596,Blood
P21956,MFGM_MOUSE,49785,Galactose-binding domain-like,306-463,Blood
P21956,MFGM_MOUSE,49785,Galactose-binding domain-like,147-304,Blood
Q06194,FA8_MOUSE,49785,Galactose-binding domain-like,2159-2314,Blood
Q06194,FA8_MOUSE,49785,Galactose-binding domain-like,2007-2159,Blood
Q8VIJ8,NPRL3_MOUSE,49785,Galactose-binding domain-like,19-112,Blood
Q8VIJ8,NPRL3_MOUSE,49785,Galactose-binding domain-like,19-112,Heart
Q69ZR2,HECD1_MOUSE,49785,Galactose-binding domain-like,1093-1245,Heart
P54761,EPHB4_MOUSE,49785,Galactose-binding domain-like,17-196,Heart
P29319,EPHA3_MOUSE,49785,Galactose-binding domain-like,29-200,Heart
Q04592,PCSK5_MOUSE,49785,Galactose-binding domain-like,455-605,Heart
Q9D6H2,IFT25_MOUSE,49785,Galactose-binding domain-like,13-136,Heart
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,274-425,Heart
P97333,NRP1_MOUSE,49785,Galactose-binding domain-like,428-585,Heart
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,275-428,Heart
O35375,NRP2_MOUSE,49785,Galactose-binding domain-like,431-596,Heart
P31266,SUH_MOUSE,81296,E set domains,360-472,Lungs
P31266,SUH_MOUSE,81296,E set domains,360-472,Brain
Q8K120,NFAC4_MOUSE,81296,E set domains,585-685,Brain
B2RXS4,PLXB2_MOUSE,81296,E set domains,803-897,Brain
B2RXS4,PLXB2_MOUSE,81296,E set domains,895-985,Brain
B2RXS4,PLXB2_MOUSE,81296,E set domains,982-1097,Brain
P25799,NFKB1_MOUSE,81296,E set domains,246-378,Brain
Q61838,PZP_MOUSE,81296,E set domains,798-918,Brain
P70207,PLXA2_MOUSE,81296,E set domains,951-1040,Brain
P70207,PLXA2_MOUSE,81296,E set domains,1040-1142,Brain
P70207,PLXA2_MOUSE,81296,E set domains,855-952,Brain
P70207,PLXA2_MOUSE,81296,E set domains,1139-1220,Brain
Q91YI4,ARRB2_MOUSE,81296,E set domains,7-176,Brain
Q91YI4,ARRB2_MOUSE,81296,E set domains,178-394,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1044-1156,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1332-1444,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1522-1641,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,457-573,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1435-1543,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,671-779,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1860-1955,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2036-2138,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,850-971,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1242-1353,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1147-1251,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2236-2328,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,379-479,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2427-2519,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,564-666,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1630-1741,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,279-375,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2555-2646,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2330-2424,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,768-869,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,2158-2250,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,958-1063,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1961-2059,Brain
Q8BTM8,FLNA_MOUSE,81296,E set domains,1797-1875,Brain
Q6GQT1,A2MG_MOUSE,81296,E set domains,786-906,Brain
Q9Z2D6,MECP2_MOUSE,81296,E set domains,200-247,Brain
P16056,MET_MOUSE,81296,E set domains,653-728,Brain
P16056,MET_MOUSE,81296,E set domains,559-656,Brain
P16056,MET_MOUSE,81296,E set domains,738-814,Brain
Q80UG2,PLXA4_MOUSE,81296,E set domains,952-1038,Brain
Q80UG2,PLXA4_MOUSE,81296,E set domains,857-951,Brain
Q80UG2,PLXA4_MOUSE,81296,E set domains,1036-1140,Brain
Q80UG2,PLXA4_MOUSE,81296,E set domains,1137-1226,Brain
P70208,PLXA3_MOUSE,81296,E set domains,1020-1125,Brain
P70208,PLXA3_MOUSE,81296,E set domains,838-935,Brain
P70208,PLXA3_MOUSE,81296,E set domains,933-1022,Brain
P70208,PLXA3_MOUSE,81296,E set domains,1123-1202,Brain
Q8VHE0,SEC63_MOUSE,81296,E set domains,"454-479,634-718",Liver
P16056,MET_MOUSE,81296,E set domains,653-728,Liver
P16056,MET_MOUSE,81296,E set domains,559-656,Liver
P16056,MET_MOUSE,81296,E set domains,738-814,Liver
Q04207,TF65_MOUSE,81296,E set domains,191-322,Liver
Q3UH93,PLXD1_MOUSE,81296,E set domains,980-1070,Kidney
Q3UH93,PLXD1_MOUSE,81296,E set domains,889-980,Kidney
Q3UH93,PLXD1_MOUSE,81296,E set domains,1067-1148,Kidney
Q3UH93,PLXD1_MOUSE,81296,E set domains,1208-1259,Kidney
O88335,KCNJ1_MOUSE,81296,E set domains,148-345,Kidney
P97794,KCNJ8_MOUSE,81296,E set domains,166-362,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1015-1102,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,255-312,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1568-1638,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,927-997,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1195-1265,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1384-1468,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1733-1788,Kidney
E9PZ36,PKHD1_MOUSE,81296,E set domains,1105-1183,Kidney
Q3UH93,PLXD1_MOUSE,81296,E set domains,980-1070,Blood
Q3UH93,PLXD1_MOUSE,81296,E set domains,889-980,Blood
Q3UH93,PLXD1_MOUSE,81296,E set domains,1067-1148,Blood
Q3UH93,PLXD1_MOUSE,81296,E set domains,1208-1259,Blood
P21981,TGM2_MOUSE,81296,E set domains,3-144,Blood
P31266,SUH_MOUSE,81296,E set domains,360-472,Blood
Q8K120,NFAC4_MOUSE,81296,E set domains,585-685,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1044-1156,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1332-1444,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1522-1641,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,457-573,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1435-1543,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,671-779,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1860-1955,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2036-2138,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,850-971,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1242-1353,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1147-1251,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2236-2328,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,379-479,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2427-2519,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,564-666,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1630-1741,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,279-375,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2555-2646,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2330-2424,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,768-869,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,2158-2250,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,958-1063,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1961-2059,Blood
Q8BTM8,FLNA_MOUSE,81296,E set domains,1797-1875,Blood
P01027,CO3_MOUSE,81296,E set domains,824-870,Blood
Q9Z2D6,MECP2_MOUSE,81296,E set domains,200-247,Blood
P16056,MET_MOUSE,81296,E set domains,653-728,Blood
P16056,MET_MOUSE,81296,E set domains,559-656,Blood
P16056,MET_MOUSE,81296,E set domains,738-814,Blood
P97794,KCNJ8_MOUSE,81296,E set domains,166-362,Blood
P35561,KCNJ2_MOUSE,81296,E set domains,168-367,Blood
P97305,NFAC3_MOUSE,81296,E set domains,599-699,Blood
Q8BH61,F13A_MOUSE,81296,E set domains,9-191,Blood
P48545,KCNJ5_MOUSE,81296,E set domains,175-371,Blood
Q9WTK5,NFKB2_MOUSE,81296,E set domains,226-358,Spleen
P49222,EPB42_MOUSE,81296,E set domains,3-144,Spleen
Q3UH93,PLXD1_MOUSE,81296,E set domains,980-1070,Heart
Q3UH93,PLXD1_MOUSE,81296,E set domains,889-980,Heart
Q3UH93,PLXD1_MOUSE,81296,E set domains,1067-1148,Heart
Q3UH93,PLXD1_MOUSE,81296,E set domains,1208-1259,Heart
P31266,SUH_MOUSE,81296,E set domains,360-472,Heart
Q8K120,NFAC4_MOUSE,81296,E set domains,585-685,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1044-1156,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1332-1444,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1522-1641,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,457-573,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1435-1543,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,671-779,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,1860-1955,Heart
Q8BTM8,FLNA_MOUSE,81296,E set domains,2036-2138,Heart
